LOC_Os01g01019,843,933,-2.925581416647712
LOC_Os01g01060,1158,1228,0.9037486749664982
LOC_Os01g01030,2524,2617,1.0511476342422175
LOC_Os01g01090,2407,2479,-5.484654026521662
LOC_Os01g01140,288,351,6.636884361891713
LOC_Os01g01100,284,749,66.96275281269668
LOC_Os01g01160,505,1289,-4.361460597561014
LOC_Os01g01170,3062,3162,-3.450021639534543
LOC_Os01g01120,1056,1188,1.5348821393813719
LOC_Os01g01130,675,870,-0.2622764003193146
LOC_Os01g01240,1644,1790,-5.108342190123138
LOC_Os01g01270,1505,1603,14.023559052482186
LOC_Os01g01200,2383,2588,19.590393766417076
LOC_Os01g01280,534,620,-1.963328661773774
LOC_Os01g01290,87,299,-15.860271934270981
LOC_Os01g01250,617,708,3.0007770401963496
LOC_Os01g01295,1745,1880,-6.117754623133652
LOC_Os01g01302,1799,1929,-10.676009830127512
LOC_Os01g01050,2679,3041,-5.401543359788812
LOC_Os01g01330,819,2338,-11.826352001171793
LOC_Os01g01040,3030,3238,-15.84579599239605
LOC_Os01g01307,1887,2106,-1.9044356843309593
LOC_Os01g01369,760,855,10.446534250592693
LOC_Os01g01312,4042,4133,-7.11973788845367
LOC_Os01g01260,2355,2426,12.737728760214836
LOC_Os01g01350,857,964,-3.1594099776631706
LOC_Os01g01430,644,757,-5.651837930376243
LOC_Os01g01380,2321,2397,-4.253437461031154
LOC_Os01g01470,451,557,-17.798710929748047
LOC_Os01g01520,556,3750,-12.019189636678824
LOC_Os01g01550,366,1138,-4.281413488478471
LOC_Os01g01510,6299,6375,-5.049686170605442
LOC_Os01g01590,203,752,74.08693176897589
LOC_Os01g01610,140,215,6.716436086600484
LOC_Os01g01600,3143,3249,-8.692091252102825
LOC_Os01g01560,158,379,-1.6099017607488912
LOC_Os01g01570,3577,3700,-7.3273880289905735
LOC_Os01g01640,1936,2214,-19.697370536652176
LOC_Os01g01620,304,1743,-23.80268488033495
LOC_Os01g01650,895,974,-9.859872376868399
LOC_Os01g01410,169,769,24.59339717517784
LOC_Os01g01660,834,950,-4.01353502149466
LOC_Os01g01700,2199,2283,1.7905542022466123
LOC_Os01g01670,769,1753,-12.469649786243885
LOC_Os01g01484,518,779,2.5998961910733875
LOC_Os01g01450,1889,2032,-8.98058678298423
LOC_Os01g01770,26,139,-20.240727902613685
LOC_Os01g01740,1001,2952,-5.201146801208179
LOC_Os01g01780,2092,2235,-5.052305406659195
LOC_Os01g01830,11167,11237,-5.9786470769048
LOC_Os01g01840,3752,4890,-29.653932665008558
LOC_Os01g01710,319,1328,13.353665349970543
LOC_Os01g01790,341,439,6.5423402444769785
LOC_Os01g01390,579,2605,-10.41578554608568
LOC_Os01g01860,1262,1354,2.8473816044112557
LOC_Os01g01900,25,987,100.51743031991519
LOC_Os01g01870,492,1986,-15.02115143972977
LOC_Os01g01910,558,747,5.579820978665396
LOC_Os01g01940,845,1009,-7.958401713805674
LOC_Os01g01800,7850,8463,-9.095052427336773
LOC_Os01g01850,2355,2426,12.737728760214836
LOC_Os01g01970,132,1217,23.15677759375173
LOC_Os01g01960,26,137,4.345371722227478
LOC_Os01g02000,5132,5264,-10.557336134563876
LOC_Os01g02010,708,823,-10.30799529928782
LOC_Os01g02080,860,992,-7.042178606447022
LOC_Os01g02050,292,360,1.4509875282319198
LOC_Os01g01720,187,777,37.07090756486509
LOC_Os01g02110,712,818,-10.199429448452538
LOC_Os01g02120,900,2482,-43.108228965261766
LOC_Os01g02040,1665,1777,-6.195294521873121
LOC_Os01g02060,546,1584,7.641470391614001
LOC_Os01g02190,200,304,-7.452662998557483
LOC_Os01g02210,1999,2073,0.049253271124773845
LOC_Os01g02220,2037,2360,2.841856300590027
LOC_Os01g02200,405,2551,17.58041539182866
LOC_Os01g02240,2635,3049,14.161439882804986
LOC_Os01g02260,49,261,-1.9764573241626866
LOC_Os01g02270,957,1029,-9.75673240844208
LOC_Os01g02250,2650,2836,-0.3760188325909694
LOC_Os01g02100,1922,2015,-8.615611566995952
LOC_Os01g02300,1019,1098,-9.47191218726494
LOC_Os01g02334,288,1192,-21.10864832323934
LOC_Os01g02320,291,380,4.50002758000553
LOC_Os01g02380,2333,3451,-45.33396698051188
LOC_Os01g02350,719,835,-8.006863130093642
LOC_Os01g02370,805,935,-8.382410299220819
LOC_Os01g02280,5411,5597,-0.3760188325909694
LOC_Os01g02420,832,2071,-37.97739140020723
LOC_Os01g02410,773,2245,58.59341120783682
LOC_Os01g02430,776,1129,-17.16541769441674
LOC_Os01g02450,47,564,-25.43425277848031
LOC_Os01g02480,250,592,17.088437358219206
LOC_Os01g02520,617,715,4.442405465368558
LOC_Os01g02540,1559,1717,-5.45083545750303
LOC_Os01g02390,782,924,-8.006349953673698
LOC_Os01g02090,4187,4252,2.345947209895881
LOC_Os01g02490,277,367,5.172362238275623
LOC_Os01g02570,731,827,1.8256384408182036
