LOC_Os01g01019,843,933,-4.251455377181396
LOC_Os01g01060,1158,1228,-6.946570510312859
LOC_Os01g01030,2524,2617,-10.840679848631257
LOC_Os01g01090,2407,2479,-7.302526788901628
LOC_Os01g01140,288,351,2.9999704512921612
LOC_Os01g01100,284,749,-10.72048092387079
LOC_Os01g01160,505,1289,-32.332357510775566
LOC_Os01g01170,3062,3162,-6.912633993611451
LOC_Os01g01120,1056,1188,-16.617119685713977
LOC_Os01g01130,675,870,-17.49560666293632
LOC_Os01g01240,1644,1790,-6.338807036558296
LOC_Os01g01270,1505,1603,4.493668087002656
LOC_Os01g01200,2383,2588,7.936066935695863
LOC_Os01g01280,534,620,1.4334260605158742
LOC_Os01g01290,87,299,-12.081340708873702
LOC_Os01g01250,617,708,1.861067079522879
LOC_Os01g01295,1745,1880,-9.015919449447425
LOC_Os01g01302,1799,1929,2.3664837752233465
LOC_Os01g01050,2679,3041,-4.531515387677781
LOC_Os01g01330,819,2338,-32.850181314253966
LOC_Os01g01040,3030,3238,-18.22299584702468
LOC_Os01g01307,1887,2106,-10.184976763804423
LOC_Os01g01369,760,855,3.4884459350379498
LOC_Os01g01312,4042,4133,-0.2737915782243836
LOC_Os01g01260,2355,2426,2.116014622135315
LOC_Os01g01350,857,964,-7.390616375338138
LOC_Os01g01430,644,757,-14.032706082742367
LOC_Os01g01380,2321,2397,-10.440816581202515
LOC_Os01g01470,451,557,1.1585344925838403
LOC_Os01g01520,556,3750,-18.336234916819183
LOC_Os01g01550,366,1138,-7.835493298160379
LOC_Os01g01510,6299,6375,-11.967425120608016
LOC_Os01g01590,203,752,23.602204181222753
LOC_Os01g01610,140,215,9.153619259994086
LOC_Os01g01600,3143,3249,-5.451406387528193
LOC_Os01g01560,158,379,-11.995426660136886
LOC_Os01g01570,3577,3700,-13.765020105929986
LOC_Os01g01640,1936,2214,-35.47063740953442
LOC_Os01g01620,304,1743,-44.567971100619765
LOC_Os01g01650,895,974,-11.11849349549446
LOC_Os01g01410,169,769,-32.344127296339686
LOC_Os01g01660,834,950,-4.361196977123418
LOC_Os01g01700,2199,2283,-2.6916164204729105
LOC_Os01g01670,769,1753,-23.04105169288483
LOC_Os01g01484,518,779,-16.16972915603925
LOC_Os01g01450,1889,2032,-16.363370021961128
LOC_Os01g01770,26,139,-5.348887887720273
LOC_Os01g01740,1001,2952,-16.023965429312767
LOC_Os01g01780,2092,2235,-7.1711891015444476
LOC_Os01g01830,11167,11237,-5.552714589640741
LOC_Os01g01840,3752,4890,-41.07033691248288
LOC_Os01g01710,319,1328,-18.339690228685477
LOC_Os01g01790,341,439,-9.747003924424835
LOC_Os01g01390,579,2605,-46.30446445379212
LOC_Os01g01860,1262,1354,0.19331217815580815
LOC_Os01g01900,25,987,37.69898476385134
LOC_Os01g01870,492,1986,-52.147314548477034
LOC_Os01g01910,558,747,-12.989285659279002
LOC_Os01g01940,845,1009,-9.545415026824328
LOC_Os01g01800,7850,8463,-24.4151452276923
LOC_Os01g01850,2355,2426,2.116014622135315
LOC_Os01g01970,132,1217,-22.448412563015943
LOC_Os01g01960,26,137,-9.711447108748361
LOC_Os01g02000,5132,5264,-13.080770519971201
LOC_Os01g02010,708,823,-13.352265509742324
LOC_Os01g02080,860,992,-17.94094355764566
LOC_Os01g02050,292,360,2.761907848984059
LOC_Os01g01720,187,777,6.133793496734504
LOC_Os01g02110,712,818,-0.9587380919431832
LOC_Os01g02120,900,2482,-36.49050566379894
LOC_Os01g02040,1665,1777,-7.2250098036310915
LOC_Os01g02060,546,1584,-8.011027274941139
LOC_Os01g02190,200,304,-2.6714892902907748
LOC_Os01g02210,1999,2073,-4.4716411139939405
LOC_Os01g02220,2037,2360,-36.5120154311633
LOC_Os01g02200,405,2551,33.129012995905555
LOC_Os01g02240,2635,3049,-3.719667003048152
LOC_Os01g02260,49,261,-26.759326547832956
LOC_Os01g02270,957,1029,-5.945346899935481
LOC_Os01g02250,2650,2836,-6.3978576768767015
LOC_Os01g02100,1922,2015,-9.92747610915215
LOC_Os01g02300,1019,1098,-7.375631242454025
LOC_Os01g02334,288,1192,-31.022190595210205
LOC_Os01g02320,291,380,-3.3068525192675495
LOC_Os01g02380,2333,3451,-10.527761150677648
LOC_Os01g02350,719,835,-11.869781893619969
LOC_Os01g02370,805,935,-12.401784192853421
LOC_Os01g02280,5411,5597,-6.3978576768767015
LOC_Os01g02420,832,2071,-62.980848361076376
